district,district_profile,item_category,bid_count,amount_sum,amount_mean,latest_posted_date,count_score,amount_score,recency_score,opportunity_score,recommendation_flag,avg_lead_time_days
중랑구,주거/제조/서민,청소/환경미화,1,85008000.0,85008000.0,2024-12-16 19:55:19,0.0,0.00019359329304707948,0.0574712643678161,1.16,데이터부족,3.0
동대문구,전통시장/패션/대학,경비/보안,1,46020000.0,46020000.0,2024-12-16 20:01:37,0.0,8.329510495513965e-05,0.0574712643678161,1.15,데이터부족,3.0
관악구,청년/자취생/대학가,보험/금융,1,16577000.0,16577000.0,2024-12-16 13:06:47,0.0,0.0,0.0574712643678161,1.15,데이터부족,9.0
용산구,외국인/관광/개발,차량/운송,1,87158060.0,87158060.0,2024-12-13 20:36:59,0.0,0.00019967587543881428,0.05714285714285714,1.15,데이터부족,5.0
성동구,성수/브랜드/라이프스타일,인쇄/홍보물,1,357000000.0,357000000.0,2024-11-26 15:35:31,0.0,0.0009630665867657339,0.055350553505535055,1.14,데이터부족,13.0
양천구,교육/주거/신도시,의료/복지용품,1,450524000.0,450524000.0,2024-11-22 15:19:55,0.0,0.0012276487080110038,0.054945054945054944,1.14,데이터부족,9.0
은평구,주거/문화/뉴타운,청소/환경미화,1,72000000.0,72000000.0,2024-12-11 09:43:50,0.0,0.00015679328200009186,0.056818181818181816,1.14,데이터부족,7.0
강남구,업무지구/고소득/IT,급식/식자재,1,450000000.0,450000000.0,2024-11-22 19:18:24,0.0,0.0012261662967418907,0.054945054945054944,1.14,데이터부족,19.0
서대문구,대학/의료/주거,경비/보안,1,91872000.0,91872000.0,2024-12-09 18:30:49,0.0,0.00021301174906080358,0.05671077504725898,1.14,데이터부족,3.0
관악구,청년/자취생/대학가,방역/소독,1,400000000.0,400000000.0,2024-11-25 20:04:15,0.0,0.0010847148397654623,0.055248618784530384,1.14,데이터부족,10.0
성북구,대학/문화/주거,급수/전기/설비,1,30800000.0,30800000.0,2024-12-09 17:16:32,0.0,4.023728145151483e-05,0.05671077504725898,1.14,데이터부족,3.0
강서구,공항/산업단지/주거,급식/식자재,1,29000000.0,29000000.0,2024-12-06 11:04:45,0.0,3.514502900036341e-05,0.05639097744360902,1.13,데이터부족,10.0
영등포구,오피스/금융/교통,경비/보안,1,142259200.0,142259200.0,2024-11-26 18:05:43,0.0,0.0003555586061200575,0.055350553505535055,1.12,데이터부족,7.0
강북구,주거/서민/교육,인쇄/홍보물,1,425340000.0,425340000.0,2024-11-15 13:10:44,0.0,0.0011564024381611163,0.054249547920433995,1.12,데이터부족,12.0
동대문구,전통시장/패션/대학,차량/운송,1,144679000.0,144679000.0,2024-11-29 17:52:17,0.0,0.0003624042908318887,0.05565862708719852,1.12,데이터부족,10.0
중랑구,주거/제조/서민,인쇄/홍보물,1,386400000.0,386400000.0,2024-11-12 10:36:11,0.0,0.0010462400434678738,0.05385996409335727,1.11,데이터부족,22.0
강동구,주거/강변/문화,방역/소독,1,107557000.0,107557000.0,2024-11-25 17:42:12,0.0,0.00025738507111430916,0.055248618784530384,1.11,데이터부족,3.0
광진구,대학/강변/상업,경비/보안,1,30000000.0,30000000.0,2024-11-26 09:33:58,0.0,3.7974058139891975e-05,0.055248618784530384,1.11,데이터부족,6.0
영등포구,오피스/금융/교통,교육물품/교구,1,139200000.0,139200000.0,2024-11-20 17:38:54,0.0,0.00034690404017641166,0.05474452554744526,1.11,데이터부족,20.0
성북구,대학/문화/주거,교육물품/교구,1,231420000.0,231420000.0,2024-11-16 12:45:24,0.0,0.0006077971074237362,0.05434782608695653,1.11,데이터부족,11.0
중랑구,주거/제조/서민,교육물품/교구,1,131648000.0,131648000.0,2024-11-18 11:47:25,0.0,0.00032553921211469193,0.05454545454545455,1.1,데이터부족,11.0
송파구,가족주거/대형상권/복합문화,교육물품/교구,1,224555000.0,224555000.0,2024-11-14 19:49:42,0.0,0.0005883758223808726,0.05415162454873647,1.1,데이터부족,12.0
구로구,산업/디지털/제조,교육물품/교구,1,287160000.0,287160000.0,2024-11-11 14:23:57,0.0,0.0007654871916610587,0.05385996409335727,1.1,데이터부족,21.0
서대문구,대학/의료/주거,교육물품/교구,1,103250000.0,103250000.0,2024-11-19 13:36:47,0.0,0.00024520044261035966,0.0546448087431694,1.1,데이터부족,21.0
송파구,가족주거/대형상권/복합문화,전문용역/컨설팅,1,20000000.0,20000000.0,2024-11-18 09:56:08,0.0,9.68376674460629e-06,0.0544464609800363,1.09,데이터부족,11.0
금천구,제조/산업단지/중소기업,교육물품/교구,1,175273000.0,175273000.0,2024-11-11 09:22:44,0.0,0.00044895560832662574,0.05376344086021505,1.09,데이터부족,11.0
용산구,외국인/관광/개발,교육물품/교구,1,120774800.0,120774800.0,2024-11-11 21:52:29,0.0,0.0002947786124747699,0.05385996409335727,1.09,데이터부족,10.0
노원구,주거/교육/대학,조경/녹지관리,1,360000000.0,360000000.0,2024-10-28 13:44:38,0.0,0.0009715536741843196,0.052539404553415055,1.08,데이터부족,11.0
동작구,대학/주거/공원,방역/소독,1,94400000.0,94400000.0,2024-11-05 16:13:31,0.0,0.0002201635347255318,0.05328596802841919,1.07,데이터부족,13.0
광진구,대학/강변/상업,조경/녹지관리,1,320000000.0,320000000.0,2024-10-17 16:12:36,0.0,0.0008583925086031769,0.051546391752577324,1.06,데이터부족,5.0
중랑구,주거/제조/서민,조경/녹지관리,1,1648130000.0,1648130000.0,2024-07-30 17:10:56,0.0,0.004615710979685255,0.0453857791225416,1.05,데이터부족,22.0
종로구,공공기관/전통상권/관광,조경/녹지관리,1,295700000.0,295700000.0,2024-10-15 16:25:40,0.0,0.0007896471005126327,0.051369863013698634,1.05,데이터부족,7.0
송파구,가족주거/대형상권/복합문화,경비/보안,1,120790000.0,120790000.0,2024-10-07 19:24:14,0.0,0.0002948216137176907,0.05067567567567567,1.02,데이터부족,7.0
서대문구,대학/의료/주거,기타/미분류,1,160000000.0,160000000.0,2024-10-04 13:50:03,0.0,0.0004057478462786059,0.05042016806722689,1.02,제외,7.0
금천구,제조/산업단지/중소기업,청소/환경미화,1,88000000.0,88000000.0,2024-08-19 09:36:49,0.0,0.00020205774823254895,0.04672897196261683,0.94,데이터부족,17.0
은평구,주거/문화/뉴타운,경비/보안,1,75517500.0,75517500.0,2024-07-11 15:32:58,0.0,0.0001667443919983836,0.044117647058823525,0.89,데이터부족,5.0
동대문구,전통시장/패션/대학,청소/환경미화,1,75600000.0,75600000.0,2024-07-04 14:34:49,0.0,0.0001669777869023947,0.04366812227074236,0.88,데이터부족,6.0
도봉구,주거/자연/교육,행사/운영용역,1,200000000.0,200000000.0,2024-06-25 10:07:39,0.0,0.0005189090118597487,0.0430416068866571,0.88,데이터부족,7.0
양천구,교육/주거/신도시,차량/운송,1,127139080.0,127139080.0,2024-06-25 16:36:53,0.0,0.00031278334604688875,0.04310344827586207,0.87,데이터부족,5.0
구로구,산업/디지털/제조,인쇄/홍보물,1,195000000.0,195000000.0,2024-05-28 16:21:38,0.0,0.0005047638661621058,0.04143646408839779,0.84,데이터부족,21.0
종로구,공공기관/전통상권/관광,경비/보안,1,160000000.0,160000000.0,2024-05-16 13:52:36,0.0,0.0004057478462786059,0.04076086956521739,0.83,데이터부족,28.0
송파구,가족주거/대형상권/복합문화,차량/운송,1,49014920.0,49014920.0,2024-05-07 13:50:06,0.0,9.176782090569655e-05,0.04026845637583893,0.81,데이터부족,9.0
마포구,홍대/관광/문화콘텐츠,건설/공사,1,90600000.0,90600000.0,2024-04-24 16:52:05,0.0,0.00020941322399532325,0.0395778364116095,0.8,제외,7.0
영등포구,오피스/금융/교통,전문용역/컨설팅,1,154370000.0,154370000.0,2024-04-25 15:16:10,0.0,0.0003898204122230601,0.03963011889035667,0.8,데이터부족,7.0
